"Label (Grouping)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!White","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Black or African American","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!American Indian and Alaska Native","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Asian","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Native Hawaiian and Other Pacific Islander","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Some other race","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Two or more races","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Hispanic or Latino origin (of any race)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!White alone, not Hispanic or Latino","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","FAMILIES","FAMILIES!!Families","FAMILIES!!Families!!With own children of householder under 18 years","FAMILIES!!Families!!With no own children of householder under 18 years","FAMILIES!!Families!!Married-couple families","FAMILIES!!Families!!Married-couple families!!With own children under 18 years","FAMILIES!!Families!!Female householder, no spouse present","FAMILIES!!Families!!Female householder, no spouse present!!With own children under 18 years","FAMILIES!!Families!!Male householder, no spouse present","FAMILIES!!Families!!Male householder, no spouse present!!With own children under 18 years","FAMILY INCOME BY FAMILY SIZE","FAMILY INCOME BY FAMILY SIZE!!2-person families","FAMILY INCOME BY FAMILY SIZE!!3-person families","FAMILY INCOME BY FAMILY SIZE!!4-person families","FAMILY INCOME BY FAMILY SIZE!!5-person families","FAMILY INCOME BY FAMILY SIZE!!6-person families","FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","FAMILY INCOME BY NUMBER OF EARNERS","FAMILY INCOME BY NUMBER OF EARNERS!!No earners","FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","NONFAMILY HOUSEHOLDS","NONFAMILY HOUSEHOLDS!!Nonfamily households","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone"
"        Estimate","","2,617,497","","2,149,509","173,234","5,193","145,828","922","90,075","52,736","244,310","2,013,404","","69,316","817,592","1,047,679","682,910","","1,659,300","691,821","967,479","1,231,768","485,853","315,562","161,476","111,970","44,492","","757,248","389,136","331,388","124,341","38,888","18,299","","202,525","462,629","752,498","241,648","","958,197","534,447","434,674","99,773","423,750","311,119","112,631"
"        Margin of Error","","±4,909","","±5,041","±2,124","±467","±1,559","±252","±1,885","±1,592","±2,215","±4,762","","±1,505","±3,140","±2,976","±2,525","","±6,348","±4,502","±4,589","±8,201","±5,314","±3,499","±2,643","±2,639","±1,620","","±5,105","±4,591","±3,534","±2,401","±1,478","±1,039","","±2,731","±3,907","±5,923","±3,150","","±4,880","±3,805","±3,482","±2,093","±3,812","±3,579","±2,625"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,617,497","","82.1%","6.6%","0.2%","5.6%","0.0%","3.4%","2.0%","9.3%","76.9%","","2.6%","31.2%","40.0%","26.1%","","1,659,300","41.7%","58.3%","74.2%","29.3%","19.0%","9.7%","6.7%","2.7%","","45.6%","23.5%","20.0%","7.5%","2.3%","1.1%","","12.2%","27.9%","45.4%","14.6%","","958,197","55.8%","45.4%","10.4%","44.2%","32.5%","11.8%"
"        Margin of Error","","±4,909","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±6,348","±0.2","±0.2","±0.3","±0.3","±0.2","±0.2","±0.2","±0.1","","±0.3","±0.2","±0.2","±0.1","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.2","","±4,880","±0.3","±0.3","±0.2","±0.3","±0.3","±0.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","81,215","","85,789","51,842","37,587","96,556","80,119","45,297","64,361","44,885","88,656","","41,095","92,545","100,386","50,475","","103,126","105,916","101,390","123,694","139,726","46,498","32,621","68,181","56,375","","85,169","106,298","131,252","129,010","126,804","121,035","","40,207","66,863","128,180","150,193","","46,467","39,823","32,060","92,046","54,546","43,673","100,772"
"        Margin of Error","","±429","","±487","±1,215","±5,691","±1,858","±17,896","±1,521","±2,283","±830","±577","","±1,615","±785","±774","±442","","±593","±1,038","±567","±687","±1,267","±792","±750","±1,419","±1,586","","±615","±1,099","±1,633","±1,669","±4,987","±6,212","","±793","±872","±683","±1,210","","±453","±520","±364","±1,720","±559","±612","±1,971"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,935,041","","3,183,051","527,956","19,528","101,311","937","34,198","68,060","140,493","3,087,557","","157,278","1,167,034","1,547,395","1,063,334","","2,517,441","1,016,547","1,500,894","1,853,456","672,898","475,082","252,073","188,903","91,576","","1,252,208","536,991","430,428","191,036","67,930","38,848","","430,572","810,706","997,130","279,033","","1,417,600","744,373","631,818","112,555","673,227","532,201","141,026"
"        Margin of Error","","±8,563","","±7,623","±2,678","±747","±1,140","±178","±1,234","±1,711","±1,731","±7,330","","±2,703","±4,333","±3,323","±4,133","","±8,128","±6,997","±4,891","±10,342","±7,183","±3,924","±3,324","±2,663","±2,115","","±5,360","±5,129","±5,154","±2,185","±1,926","±1,488","","±3,691","±4,636","±6,629","±2,694","","±5,755","±4,689","±4,479","±2,009","±3,681","±3,285","±2,454"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,935,041","","80.9%","13.4%","0.5%","2.6%","0.0%","0.9%","1.7%","3.6%","78.5%","","4.0%","29.7%","39.3%","27.0%","","2,517,441","40.4%","59.6%","73.6%","26.7%","18.9%","10.0%","7.5%","3.6%","","49.7%","21.3%","17.1%","7.6%","2.7%","1.5%","","17.1%","32.2%","39.6%","11.1%","","1,417,600","52.5%","44.6%","7.9%","47.5%","37.5%","9.9%"
"        Margin of Error","","±8,563","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±8,128","±0.2","±0.2","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","","±0.1","±0.2","±0.2","±0.1","","±5,755","±0.2","±0.2","±0.1","±0.2","±0.2","±0.2"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","57,144","","61,400","35,322","43,453","86,611","59,508","44,286","45,242","48,256","61,750","","30,853","63,027","69,897","44,061","","72,600","70,381","73,857","86,923","96,983","35,135","26,515","49,283","42,000","","63,733","76,449","93,492","86,517","79,417","70,375","","43,003","52,026","94,460","119,246","","33,711","30,102","27,120","54,889","39,259","34,533","61,970"
"        Margin of Error","","±216","","±243","±398","±2,117","±1,882","±20,225","±1,733","±1,735","±937","±252","","±464","±445","±405","±231","","±364","±637","±308","±348","±486","±402","±361","±695","±996","","±313","±643","±793","±950","±1,463","±2,157","","±363","±362","±432","±866","","±225","±191","±202","±946","±388","±432","±914"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,185,603","","1,917,317","113,728","18,773","73,848","717","26,775","34,445","75,706","1,873,239","","91,947","725,055","830,807","537,794","","1,401,754","619,859","781,895","1,108,701","445,312","197,186","120,992","95,867","53,555","","689,822","282,217","254,405","111,649","39,885","23,776","","173,906","371,021","680,278","176,549","","783,849","408,669","335,699","72,970","375,180","287,813","87,367"
"        Margin of Error","","±5,103","","±4,494","±1,467","±524","±979","±178","±1,083","±1,219","±1,104","±4,126","","±1,882","±2,367","±2,072","±2,413","","±5,080","±3,799","±3,870","±6,193","±4,113","±2,680","±2,244","±1,792","±1,241","","±3,972","±3,421","±2,995","±1,676","±1,194","±921","","±2,088","±3,403","±5,629","±2,185","","±3,587","±2,816","±2,553","±1,507","±2,621","±2,567","±1,592"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,185,603","","87.7%","5.2%","0.9%","3.4%","0.0%","1.2%","1.6%","3.5%","85.7%","","4.2%","33.2%","38.0%","24.6%","","1,401,754","44.2%","55.8%","79.1%","31.8%","14.1%","8.6%","6.8%","3.8%","","49.2%","20.1%","18.1%","8.0%","2.8%","1.7%","","12.4%","26.5%","48.5%","12.6%","","783,849","52.1%","42.8%","9.3%","47.9%","36.7%","11.1%"
"        Margin of Error","","±5,103","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±5,080","±0.2","±0.2","±0.2","±0.2","±0.2","±0.2","±0.1","±0.1","","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","","±0.1","±0.3","±0.3","±0.2","","±3,587","±0.3","±0.2","±0.2","±0.3","±0.3","±0.2"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","71,306","","74,387","37,811","37,973","79,482","49,330","49,138","57,670","51,426","74,945","","38,836","81,182","86,757","47,971","","89,842","92,007","88,288","102,568","114,765","41,866","33,474","57,936","51,263","","77,814","95,190","112,942","106,648","94,924","87,206","","49,973","58,065","107,619","130,318","","41,310","36,451","31,262","71,052","46,627","39,954","78,552"
"        Margin of Error","","±262","","±294","±1,065","±1,891","±1,692","±26,502","±2,549","±2,512","±1,276","±290","","±835","±551","±542","±385","","±373","±611","±395","±376","±637","±592","±678","±1,042","±785","","±438","±983","±910","±1,554","±2,111","±3,298","","±563","±547","±440","±957","","±270","±371","±295","±1,270","±427","±495","±1,019"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,104,394","","673,396","400,619","4,706","8,945","268","7,420","9,040","22,979","659,530","","39,316","344,763","426,007","294,308","","733,981","300,152","433,829","490,768","178,187","191,023","99,501","52,190","22,464","","349,703","168,155","128,541","57,390","18,796","11,396","","136,188","264,572","273,702","59,519","","370,413","197,751","178,119","19,632","172,662","144,525","28,137"
"        Margin of Error","","±4,685","","±3,853","±2,768","±402","±589","±135","±513","±800","±802","±3,678","","±1,598","±2,993","±2,424","±2,566","","±5,130","±3,857","±3,601","±4,827","±3,513","±3,126","±2,396","±1,662","±1,162","","±3,357","±3,413","±2,811","±1,796","±1,065","±671","","±2,357","±3,911","±4,179","±1,709","","±3,950","±3,409","±3,223","±1,040","±2,759","±2,580","±1,294"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,104,394","","61.0%","36.3%","0.4%","0.8%","0.0%","0.7%","0.8%","2.1%","59.7%","","3.6%","31.2%","38.6%","26.6%","","733,981","40.9%","59.1%","66.9%","24.3%","26.0%","13.6%","7.1%","3.1%","","47.6%","22.9%","17.5%","7.8%","2.6%","1.6%","","18.6%","36.0%","37.3%","8.1%","","370,413","53.4%","48.1%","5.3%","46.6%","39.0%","7.6%"
"        Margin of Error","","±4,685","","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","","±0.1","±0.2","±0.2","±0.2","","±5,130","±0.4","±0.4","±0.4","±0.4","±0.4","±0.3","±0.2","±0.2","","±0.4","±0.4","±0.3","±0.2","±0.1","±0.1","","±0.3","±0.5","±0.5","±0.2","","±3,950","±0.6","±0.6","±0.3","±0.6","±0.6","±0.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","45,081","","55,957","30,714","32,510","59,529","27,391","42,284","41,848","43,929","56,214","","25,404","49,502","52,148","35,631","","57,008","52,621","59,611","74,212","81,552","27,449","21,304","42,349","35,334","","51,967","56,910","68,871","66,253","65,479","58,415","","27,677","41,944","81,870","102,973","","24,795","21,542","20,166","42,133","29,169","26,085","49,082"
"        Margin of Error","","±385","","±598","±381","±4,857","±3,746","±19,121","±3,124","±2,420","±1,759","±574","","±1,187","±777","±771","±625","","±495","±842","±605","±777","±985","±544","±483","±1,337","±2,409","","±635","±1,081","±1,775","±2,441","±2,964","±7,275","","±607","±568","±773","±1,399","","±441","±460","±455","±2,790","±840","±499","±3,256"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,414,521","","2,029,881","272,262","10,659","41,281","2,049","19,019","39,370","70,263","1,982,937","","112,591","766,373","901,880","633,677","","1,544,676","639,978","904,698","1,156,764","429,330","279,333","153,606","108,579","57,042","","776,837","330,073","261,298","115,898","38,850","21,720","","243,564","486,143","655,883","159,086","","869,845","466,771","395,993","70,778","403,074","316,182","86,892"
"        Margin of Error","","±5,679","","±5,212","±1,861","±680","±906","±274","±929","±1,526","±1,352","±5,018","","±2,283","±3,758","±3,337","±3,085","","±6,027","±4,604","±4,218","±6,792","±5,250","±3,450","±2,606","±2,572","±1,734","","±4,818","±3,928","±3,688","±1,990","±1,210","±1,074","","±2,571","±4,398","±6,045","±2,312","","±5,721","±3,929","±3,663","±1,922","±3,965","±3,460","±2,073"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,414,521","","84.1%","11.3%","0.4%","1.7%","0.1%","0.8%","1.6%","2.9%","82.1%","","4.7%","31.7%","37.4%","26.2%","","1,544,676","41.4%","58.6%","74.9%","27.8%","18.1%","9.9%","7.0%","3.7%","","50.3%","21.4%","16.9%","7.5%","2.5%","1.4%","","15.8%","31.5%","42.5%","10.3%","","869,845","53.7%","45.5%","8.1%","46.3%","36.3%","10.0%"
"        Margin of Error","","±5,679","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±6,027","±0.2","±0.2","±0.3","±0.3","±0.2","±0.2","±0.2","±0.1","","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","","±0.2","±0.3","±0.3","±0.1","","±5,721","±0.3","±0.3","±0.2","±0.3","±0.3","±0.2"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","55,461","","58,921","37,179","38,999","68,497","48,410","40,767","45,758","47,978","59,138","","30,633","63,221","66,537","41,719","","70,398","69,014","71,118","83,329","92,711","35,198","27,055","46,974","41,348","","62,334","73,085","88,519","84,517","82,820","76,308","","40,004","48,905","89,766","115,291","","32,626","29,241","26,312","54,054","38,128","33,350","59,078"
"        Margin of Error","","±294","","±327","±621","±3,266","±3,630","±8,546","±1,902","±2,097","±1,662","±330","","±670","±487","±666","±309","","±422","±854","±418","±467","±803","±590","±495","±883","±1,129","","±396","±881","±1,117","±1,811","±3,514","±3,763","","±460","±426","±669","±1,094","","±290","±321","±267","±1,571","±490","±567","±1,241"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","427,871","","394,126","1,444","18,241","2,922","256","1,907","8,975","11,281","386,549","","23,937","127,350","156,425","120,159","","263,548","103,497","160,051","211,994","74,270","33,824","19,230","17,730","9,997","","146,127","49,016","40,830","16,798","6,356","4,421","","43,104","77,325","119,494","23,625","","164,323","82,229","67,432","14,797","82,094","63,396","18,698"
"        Margin of Error","","±1,682","","±1,701","±257","±581","±312","±123","±313","±604","±585","±1,573","","±965","±1,351","±1,227","±943","","±2,358","±1,922","±1,762","±2,068","±1,577","±1,117","±860","±910","±749","","±1,696","±1,520","±1,072","±707","±532","±351","","±1,099","±1,646","±1,839","±859","","±2,169","±1,385","±1,281","±788","±1,533","±1,587","±1,040"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","427,871","","92.1%","0.3%","4.3%","0.7%","0.1%","0.4%","2.1%","2.6%","90.3%","","5.6%","29.8%","36.6%","28.1%","","263,548","39.3%","60.7%","80.4%","28.2%","12.8%","7.3%","6.7%","3.8%","","55.4%","18.6%","15.5%","6.4%","2.4%","1.7%","","16.4%","29.3%","45.3%","9.0%","","164,323","50.0%","41.0%","9.0%","50.0%","38.6%","11.4%"
"        Margin of Error","","±1,682","","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","","±0.2","±0.3","±0.3","±0.2","","±2,358","±0.6","±0.6","±0.5","±0.5","±0.4","±0.3","±0.3","±0.3","","±0.5","±0.5","±0.4","±0.3","±0.2","±0.1","","±0.4","±0.6","±0.5","±0.3","","±2,169","±0.6","±0.6","±0.5","±0.6","±0.8","±0.6"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","54,970","","56,282","44,614","33,535","61,022","36,210","58,798","41,806","46,342","56,501","","29,559","63,510","64,446","42,069","","71,079","71,055","71,090","80,251","89,296","33,858","25,865","47,967","42,387","","64,543","74,721","87,442","84,592","75,242","75,779","","43,993","51,610","87,101","112,093","","32,103","29,243","25,824","53,527","36,210","31,060","56,975"
"        Margin of Error","","±606","","±641","±8,974","±2,385","±7,763","±8,608","±17,074","±2,622","±3,834","±638","","±1,497","±922","±983","±630","","±696","±1,355","±671","±835","±1,454","±1,678","±1,264","±2,050","±2,175","","±931","±2,546","±2,814","±3,219","±3,198","±5,221","","±1,327","±1,168","±1,069","±3,611","","±408","±767","±627","±3,589","±939","±641","±2,118"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","759,176","","683,391","34,227","5,197","13,934","303","11,285","10,839","55,799","641,373","","47,085","256,252","269,353","186,486","","483,908","220,192","263,716","381,146","158,239","70,710","44,490","32,052","17,463","","239,176","92,324","83,599","43,716","16,475","8,618","","53,693","134,287","239,284","56,644","","275,268","139,060","116,530","22,530","136,208","106,746","29,462"
"        Margin of Error","","±2,333","","±2,081","±714","±386","±483","±83","±780","±695","±942","±1,936","","±1,339","±1,285","±1,434","±1,027","","±2,633","±1,941","±1,925","±3,033","±2,194","±1,686","±1,344","±1,245","±851","","±2,226","±1,621","±1,596","±1,098","±844","±543","","±1,083","±2,120","±2,126","±1,258","","±2,301","±1,922","±1,857","±864","±1,907","±1,720","±1,215"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","759,176","","90.0%","4.5%","0.7%","1.8%","0.0%","1.5%","1.4%","7.3%","84.5%","","6.2%","33.8%","35.5%","24.6%","","483,908","45.5%","54.5%","78.8%","32.7%","14.6%","9.2%","6.6%","3.6%","","49.4%","19.1%","17.3%","9.0%","3.4%","1.8%","","11.1%","27.8%","49.4%","11.7%","","275,268","50.5%","42.3%","8.2%","49.5%","38.8%","10.7%"
"        Margin of Error","","±2,333","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.2","±0.2","±0.2","±0.1","","±2,633","±0.3","±0.3","±0.4","±0.4","±0.3","±0.3","±0.3","±0.2","","±0.4","±0.3","±0.3","±0.2","±0.2","±0.1","","±0.2","±0.4","±0.4","±0.3","","±2,301","±0.6","±0.6","±0.3","±0.6","±0.6","±0.4"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","61,439","","63,641","35,976","40,910","58,586","35,625","50,275","45,606","49,436","64,768","","33,109","68,448","75,688","44,445","","78,212","76,266","79,684","89,705","96,217","36,760","29,170","51,862","44,891","","71,097","80,187","93,660","88,081","85,757","83,585","","44,655","50,061","93,916","112,233","","35,499","30,994","27,528","56,977","40,374","35,793","64,348"
"        Margin of Error","","±416","","±376","±1,971","±3,303","±4,144","±17,494","±2,953","±3,666","±1,530","±394","","±1,368","±801","±681","±607","","±496","±925","±606","±551","±953","±969","±966","±1,575","±1,688","","±642","±1,291","±1,742","±1,967","±3,248","±2,254","","±1,125","±670","±701","±1,819","","±465","±439","±601","±1,776","±649","±652","±2,238"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,098,602","","781,185","100,269","13,422","79,792","6,034","83,425","34,475","232,855","645,317","","39,828","379,281","408,972","270,521","","698,051","295,497","402,554","488,063","189,276","141,345","74,377","68,643","31,844","","326,261","150,347","119,873","62,282","24,084","15,204","","107,990","239,518","272,097","78,446","","400,551","188,402","153,026","35,376","212,149","160,221","51,928"
"        Margin of Error","","±3,380","","±3,128","±1,472","±783","±1,242","±485","±1,875","±1,416","±1,847","±2,552","","±1,251","±2,585","±2,535","±2,008","","±4,542","±3,413","±3,427","±4,489","±2,823","±2,326","±1,841","±2,006","±1,274","","±3,155","±2,860","±2,734","±1,587","±1,104","±712","","±1,793","±3,250","±3,688","±1,813","","±3,717","±2,734","±2,570","±1,544","±2,644","±2,442","±1,475"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,098,602","","71.1%","9.1%","1.2%","7.3%","0.5%","7.6%","3.1%","21.2%","58.7%","","3.6%","34.5%","37.2%","24.6%","","698,051","42.3%","57.7%","69.9%","27.1%","20.2%","10.7%","9.8%","4.6%","","46.7%","21.5%","17.2%","8.9%","3.5%","2.2%","","15.5%","34.3%","39.0%","11.2%","","400,551","47.0%","38.2%","8.8%","53.0%","40.0%","13.0%"
"        Margin of Error","","±3,380","","±0.2","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.2","","±0.1","±0.2","±0.2","±0.2","","±4,542","±0.4","±0.4","±0.4","±0.3","±0.3","±0.3","±0.3","±0.2","","±0.3","±0.4","±0.4","±0.2","±0.2","±0.1","","±0.2","±0.4","±0.5","±0.2","","±3,717","±0.5","±0.5","±0.4","±0.5","±0.5","±0.4"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","60,365","","64,008","41,034","44,324","68,965","61,578","48,334","58,436","51,995","66,440","","37,494","62,981","70,407","47,665","","71,916","64,982","76,703","84,821","85,873","41,713","31,641","54,744","47,041","","65,863","71,754","82,509","77,648","83,830","85,167","","43,002","52,370","89,571","109,210","","39,055","35,070","30,379","63,205","43,068","36,317","70,297"
"        Margin of Error","","±409","","±459","±1,069","±2,464","±1,591","±6,308","±1,376","±1,805","±733","±677","","±1,109","±684","±744","±587","","±501","±923","±584","±662","±1,017","±757","±649","±1,097","±1,697","","±689","±1,102","±1,409","±1,841","±3,451","±4,129","","±931","±637","±923","±1,963","","±453","±720","±552","±1,587","±718","±671","±2,056"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","532,037","","504,467","6,381","887","11,344","107","2,046","6,805","13,145","494,425","","16,073","147,467","226,869","141,628","","349,667","132,513","217,154","278,381","95,067","47,755","25,774","23,531","11,672","","179,582","76,514","61,018","22,143","6,856","3,554","","45,426","96,943","157,694","49,604","","182,370","95,368","76,306","19,062","87,002","63,813","23,189"
"        Margin of Error","","±2,311","","±2,358","±442","±182","±569","±71","±301","±499","±579","±2,324","","±833","±1,489","±1,460","±1,351","","±2,360","±1,702","±1,744","±2,641","±1,674","±1,472","±1,093","±1,201","±839","","±1,899","±1,805","±1,553","±1,022","±562","±389","","±1,017","±1,609","±2,412","±1,247","","±2,273","±1,801","±1,517","±885","±1,506","±1,439","±1,209"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","532,037","","94.8%","1.2%","0.2%","2.1%","0.0%","0.4%","1.3%","2.5%","92.9%","","3.0%","27.7%","42.6%","26.6%","","349,667","37.9%","62.1%","79.6%","27.2%","13.7%","7.4%","6.7%","3.3%","","51.4%","21.9%","17.5%","6.3%","2.0%","1.0%","","13.0%","27.7%","45.1%","14.2%","","182,370","52.3%","41.8%","10.5%","47.7%","35.0%","12.7%"
"        Margin of Error","","±2,311","","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","","±0.2","±0.2","±0.2","±0.2","","±2,360","±0.4","±0.4","±0.5","±0.4","±0.4","±0.3","±0.3","±0.2","","±0.4","±0.5","±0.4","±0.3","±0.2","±0.1","","±0.3","±0.4","±0.6","±0.3","","±2,273","±0.7","±0.6","±0.4","±0.7","±0.7","±0.6"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","76,768","","77,015","57,925","57,250","87,364","-","77,734","62,646","60,389","77,493","","43,587","84,505","93,534","52,271","","95,244","98,118","93,408","106,754","119,313","47,553","34,976","64,641","53,656","","80,637","100,140","120,821","116,986","118,366","130,902","","49,064","66,912","111,555","139,962","","42,697","36,541","30,658","73,747","50,944","41,072","81,218"
